,Category,Correct,OptionA,OptionB,OptionC,OptionD,Questions
804,2.6,c,JKLM, BCDE, SUXY, WXYZ," Direction: In each of the following questions, select the related letter from the given alternatives. BDGH : OQTU : : FHKL : ? "
805,2.6,a, DQ,FS, DS,FQ," Direction: In each of the following questions, select the related letter from the given alternatives. AN : BO : : CP : ? "
806,2.6,d,GAW,GAV,VAG,GAT," Direction: In each of the following questions, select the related letter from the given alternatives. DDW : ECV : : FBU : ? "
807,2.6,c,FFGQ,EGFR, EFGP,EFGS," Direction: In each of the following questions, select the related letter from the given alternatives. BCDZ : CDEV : : DEFT : ? "
808,2.6,c,GT,SH, MN,FU," Direction: In each of the following questions, select the related letter from the given alternatives. LO : PK : : IR : ? "
809,2.6,c, PSZ, CFH,WZA, UXBQ811.," Direction: In each of the following questions, select the related letter from the given alternatives. QTU : ILM : : BEF : ? "
810,2.6,d, QOMK, SRPO, RPNL, SQON," Direction: In each of the following questions, select the related letter from the given alternatives. ACEG : ZXVT : : HJLM : ? "
811,2.6,b, RT, RU, RS, RV," Direction: In each of the following questions, select the related letter from the given alternatives. AD : NQ : : EH : ? "
812,2.6,a,NUO, NVO, NVQ, NRQ," Direction: In each of the following questions, select the related letter from the given alternatives. AZB : BYC : : MVN : ? "
813,2.6,b, SUXY, RUXY, RVXY, RUYX," Direction: In each of the following questions, select the related letter from the given alternatives. BEHI : JMPQ : : KNQR : ? "
814,2.6,a,WURN, WURP, WUQO, WTQP," Direction: In each of the following questions, select the related letter from the given alternatives. ACFJ : ZXUQ : : DFIM : ?; "
815,2.6,a, OPR, PQS, OPS, OPW," Direction: In each of the following questions, select the related letter from the given alternatives. EFI : UL : : KLO : ? "
816,2.6,d, YZ, BC, OP, WD," Direction: In each of the following questions, select the related letter from the given alternatives. ZA : YB : : XC : ? "
817,2.6,c,PQR, OPQ, QRS, NOP," Direction: In each of the following questions, select the related letter from the given alternatives. EFG : IJK : : MNO :.? "
818,2.6,c,BIT,CAT, TIP,TOP," Direction: In each of the following questions, select the related letter from the given alternatives. RAT : TAR : : PIT : ? "
819,2.6,c, JCR,KBQ, JBQ,KCR," Direction: In each of the following questions, select the related letter from the given alternatives. Rig : Ofd : : Met : ? "
820,2.6,a,RTQS,TRQS, RQTS,QTRS," Direction: In each of the following questions, select the related letter from the given alternatives. BDAC : FHEG : : NPMO : ? "
821,2.6,a, MZRV,CAAR, WJBF,CITY," Direction: In each of the following questions, select the related letter from the given alternatives. SHOE : NCJZ : : REWA : ? "
822,2.6,b,VFNU, WEMU, WDMV, WDLU," Direction: In each of the following questions, select the related letter from the given alternatives. QYGO : SAIQ : : UCKS : ? "
823,2.6,b,FWFV,GWHW, IVJW,HWIW," Direction: In each of the following questions, select the related letter from the given alternatives. AZBZ : CYDY : : EXFX : ? "
824,2.6,c, UBCMF,ELTAB, ELBAT,SJBID," Direction: In each of the following questions, select the related letter from the given alternatives. CHAIR : RIAHC : : TABLE : ? "
825,2.6,a,CIOS,CHMR, CGPU,CKPU," Direction: In each of the following questions, select the related letter from the given alternatives. DHPV : EGQU : : BJNT : ? "
826,2.6,a, abbacc,bbacca, abbcca,cbbaab," Direction: In each of the following questions, select the related letter from the given alternatives. xxyzyy : ccbabb : : xyyzzy : "
827,2.6,b,TDE,PKL, UGH,VPQ," Direction: In each of the following questions, select the related letter from the given alternatives. SHI : RIJ : : QJK : ? "
828,2.6,d, KMOR,DHLP, PRTV,MPSV," Direction: In each of the following questions, select the related letter from the given alternatives. BEHK : PSVY : : ADGJ : ? "
829,2.6,c,MRFCP, RWKHU, LQEBO, LRECO," Direction: In each of the following questions, select the related letter from the given alternatives. DEVIL : ABSFI : : OTHER : ? "
830,2.6,b,XSNI, YTOJ, ZVQM, WRMH," Direction: In each of the following questions, select the related letter from the given alternatives. AFKP : ZUPK : : BGLQ : ? "
831,2.6,d, HIT, DHI, DHO, DHT," Direction: In each of the following questions, select the related letter from the given alternatives. ABZ : BDX : : CFV : ? "
832,2.6,d,JKLM, KLIJ, NOPQ, RSTU," Direction: In each of the following questions, select the related letter from the given alternatives. BCDE : VWXY : : FGHI : ? "
833,2.6,c, RIH, SHG, RIG, RHG," Direction: In each of the following questions, select the related letter from the given alternatives. LOM : NMK : : PKI : ? "
834,2.6,a, DNCM, DCNQ, CNDM, CNDQ," Direction: In each of the following questions, select the related letter from the given alternatives. JTIS : HRGQ : : FPEO : ? "
835,2.6,d, GOOD, HSPR, HALT, HURT," Direction: In each of the following questions, select the related letter from the given alternatives. BAD : CBE : IVSU "
836,2.6,c,VWVS, VWUS, USUW, USUV," Direction: In each of the following questions, select the related letter from the given alternatives. JLJH : QOQS : : FHFD : ? "
837,2.6,b,XYZ, YXZ,XZY, YZX," Direction: In each of the following questions, select the related letter from the given alternatives. CDE : ZXY : : EDC : ?"
838,2.6,c, GLASS, SPECTACLE, SNEL, OBJECT," Direction: In each of the following questions, select the related letter from the given alternatives. MUG : GUM : : LENS : ? "
839,2.6,d, X, V, Y, W," Direction: In each of the following questions, select the related letter from the given alternatives. AB : L : : BC : ? "
840,2.6,c, MUSY, MRUY, NSVZ, NRZV," Direction: In each of the following questions, select the related letter from the given alternatives. BDGJ : OQTW : : AFIM : "
841,2.6,a, RQST, STQR, QRST, RSTQ," Direction: In each of the following questions, select the related letter from the given alternatives. ABCD : QRST : : BACD : ? "
842,2.6,c, UZBK,BGFK, ZUVQ, ZEDI," Direction: In each of the following questions, select the related letter from the given alternatives. BGEK : YTVP : : AFEJ : ? "
843,2.6,a, OPQR, UVWX, MNPQ, NOPQ," Direction: In each of the following questions, select the related letter from the given alternatives. ABCD : EFGH : : IJKL : ? "
844,2.6,c, ESQ, GES, QEB, QIB," Direction: In each of the following questions, select the related letter from the given alternatives. HCM : FAK : : SGD : ? "
845,2.6,b, HDGE, HDGF, HEGF, ADGF," Direction: In each of the following questions, select the related letter from the given alternatives. FILM : ADGH : : MILK : ? "
846,2.6,d, D Q K M, C J W M, E Z U Q, D M Q K," Direction: In each of the following questions, select the related letter from the given alternatives. AHOP : CKSU : : B JMF : ? "
847,2.6,d,BSCG, FUGK,CSCG, CTDH," Direction: In each of the following questions, select the related letter from the given alternatives. A-E : R-V : : B-F : F - J "
848,2.6,d, JCDU,BCJU,EVFU,XCWD," Direction: In each of the following questions, select the related letter from the given alternatives. BJCI : JBIC : : CXDW : ? "
849,2.6,d, OL,KP, PK,YZ," Direction: In each of the following questions, select the related letter from the given alternatives. AB : NO : : LM : ? "
850,2.6,b, LR,MS, PV,SY," Direction: In each of the following questions, select the related letter from the given alternatives. AG : IO : : EK : ? "
851,2.6,a, SUX, TUX, UWZ, SVY," Direction: In each of the following questions, select therelated letter from the given alternatives. ACF : GIL : : MOR : ? "
852,2.6,d, TIW, GAD, OWT, WLT," Direction: In each of the following questions, select the related letter from the given alternatives. XZG : CAT : : DOG : ? "
853,2.6,b, UTXY, VUYZ, UTYZ, VUXY," Direction: In each of the following questions, select the related letter from the given alternatives. CARD : IGXJ : : POST : ? "
854,2.6,d, MJHIU, MGHFU, JGEFR, JJEIR," Direction: In each of the following questions, select the related letter from the given alternatives. MOUSE : KPSTC : : LIGHT : ? "
855,2.6,c, NOQS, TQRN, TRPN, TNRP," Direction: In each of the following questions, select the related letter from the given alternatives. ADHM : ZUQN : : GIKM : ? "
856,2.6,d, RBNM, RBMN, QBNN, RBNN," Direction: In each of the following questions, select the related letter from the given alternatives. HAND : JBPE : : PALM : ? "
857,2.6,a, EV,CX, EX,CV," Direction: In each of the following questions, select the related letter from the given alternatives. AZ : BY : : DW : ? "
858,2.6,a, UVW,PQR, HIJ,KLM," Direction: In each of the following questions, select the related letter from the given alternatives. ABC : XYZ : : DEF : ? "
859,2.6,d, ABCDEF, MNOPQR, STUVWX, XWVUTS," Direction: In each of the following questions, select the related letter from the given alternatives. FEDCBA : RQPONM : : LKJIHG : ? "
860,2.6,c, QRP,PRQ, PQR,RPQ," Direction: In each of the following questions, select the related letter from the given alternatives. ABC : RQP : : CBA : ? "
861,2.6,c, BMW, NQP, NPR, BEF," Direction: In each of the following questions, select the related letter from the given alternatives. ACE : BDF : : MOQ : ? "
862,2.6,b, UWY,UYZ, SWX,QUV," Direction: In each of the following questions, select the related letter from the given alternatives. BFG : EIJ : : RVW : ? "
863,2.6,a, QTS,PTS, QST,KNH," Direction: In each of the following questions, select the related letter from the given alternatives. BED : GJI : : LON : ? "
864,2.6,b, UVWY, PQTS, STWX,IGNLQ866.," Direction: In each of the following questions, select the related letter from the given alternatives. CDGF : HILK : : NORQ :? . "
865,2.6,b, STVW,TVWY, VXYZ,LNPR," Direction: In each of the following questions, select the related letter from the given alternatives. KMNP : ACDF : : PRSU :? . "
866,2.6,c, WX,UV, XW,VU," Direction: In each of the following questions, select the related letter from the given alternatives. AB : ZY : : CD :?. "
867,2.6,b, STUIRF,STIURF, STUIFR,STRUIF," Direction: In each of the following questions, select the related letter from the given alternatives. FLOWER : REWOLF : FRUITS :?, "
868,2.6,c, ORUX,OSWA,OTYD,OQSU," Direction: In each of the following questions, select the related letter from the given alternatives. AFKP : DINS : : WBGL : ? "
869,2.6,a, KLNSCP,KLMSCP,. KMLRCP,KLMTDO," Direction: In each of the following questions, select the related letter from the given alternatives. SINGER : QGLECP : : MONSTER : ? "
870,2.6,a,RTQS,QTRS,RQTS,SQRT," Direction: In each of the following questions, select the related letter from the given alternatives. BDAC : FHEG : : NPMO : ? "
871,2.6,d, CNCLBZ,CNLCAZ, CNLCBX,CNLCKZ," Direction: In each of the following questions, select the related letter from the given alternatives. BOMBAY : CNNABX : : ? : DM- MBLY "
872,2.6,a, DKRY, YRKD, RKDY, YDKR," Direction: In each of the following questions, select the related letter from the given alternatives. VOHA : WPIB : : CJQX : ? "
873,2.6,d, RPTOCOOL, RPOTCOLO, PRTOOCOL, RPTOCOLO," Direction: In each of the following questions, select the related letter from the given alternatives. PRINTING : RPNIITGN : : PROTOCOL : ? "
874,2.6,a, DINS, DFKP, DNIS, EJOT," Direction: In each of the following questions, select the related letter from the given alternatives. AFKP : BGLQ : : CHMR : ? "
875,2.6,c,SEEDOILNLI,SEEDOILLIN,SEEDOILNIL,SEEDOILILN," Direction: In each of the following questions, select the related letter from the given alternatives. PREMONITION : MONITIONERP : : LINSEEDOIL : ? "
876,2.6,c, VENRID, NEVIRD, RIVEND, VIREND," Direction: In each of the following questions, select the related letter from the given alternatives. SOCIAL : OCIALS : : DRIVEN : ? "
877,2.6,c, SUBJECT, NEGLECT, PERFECT, OPERATE," Direction: In each of the following questions, select the related letter from the given alternatives. AYRRJC : CATTLE : : NCPDCAR ; ? "
878,2.6,c, OGNMA, TANGO, MANGO, ANGMO," Direction: In each of the following questions, select the related letter from the given alternatives. RIAHC : CHAIR OGNAM : ? "
879,2.6,c, PPI, BBI, CCI, DDB," Direction: In each of the following questions, select the related letter from the given alternatives. PNS : OOT : : DBH : ? "
880,2.6,b, MURY, LTQX, NVSZ, KSPW," Direction: In each of the following questions, select the related letter from the given alternatives. DLIP : FNKR : : JROV : ? "
881,2.6,a, MMKO, ROME, MINC, MIKE," Direction: In each of the following questions, select the related letter from the given alternatives. YAWC : UESG : : QIOK : ? "
882,2.6,c, QPSR, PNMK, VTRP, YXWU," Direction: In each of the following questions, select the related letter from the given alternatives. LJHF : USQO : : QOMK : ? "
883,2.6,b, HAPDLQH, HADPLQH, HAHPLDQ, GBQDVWB," Direction: In each of the following questions, select the related letter from the given alternatives. COUNTRY : FRXQWUB : : EXAMINE : ? "
884,2.6,b, HTIRG,THGIR, GIRHT,IRGHT," Direction: In each of the following questions, select the related letter from the given alternatives. MONEY : YENOM : : RIGHT : ? "
885,2.6,b, STRANGE,VERTEBRA, VABTERE,ERAVEBT," Direction: In each of the following questions, select the related letter from the given alternatives. NIIOLUSL : ILLUSION : : TBERVARE : ? "
886,2.6,d, FHG,HGF, HFG,GHF," Direction: In each of the following questions, select the related letter from the given alternatives. DEF : EFD : : FGH : ? "
887,2.6,a, GWH,FGV, TMR,QSV," Direction: In each of the following questions, select the related letter from the given alternatives. AZB : CYD : : EXF : ? "
888,2.6,d, TOUGH, THOUG, HUGOT, HGUOT," Direction: In each of the following questions, select the related letter from the given alternatives. HGUOR : HTOOMS : : ? : RED- NET "
889,2.6,a, EG, DF, AB, AE," Direction: In each of the following questions, select the related letter from the given alternatives. ZX : AC : : VT : ? "
890,2.6,c, JNOPKL, MNOLKJ, JKLOPQ, JOKPLN," Direction: In each of the following questions, select the related letter from the given alternatives. ABCXYZ : DEFUVW : : GHIRST : ? "
891,2.6,a, NPR, NZV, MZU, MVT," Direction: In each of the following questions, select the related letter from the given alternatives. ACE : BDF : : MOQ : ? "
892,2.6,c,QSM,NUQ,QUN,QNU," Direction: In each of the following questions, select the related letter from the given alternatives. VZS : EAH : : ? : JFM "
893,2.6,b,JMOR,JLNP,KLOR,JKOR," Direction: In each of the following questions, select the related letter from the given alternatives. HJLN : PRTV : : BDFH : ? "
894,2.6,c, EET,EAT, AET,ETA," Direction: In each of the following questions, select the related letter from the given alternatives. DLOC : ECI : : TOH : ? "
895,2.6,a, RGUODN, NDOOGR, OUNDGR, DNUURG," Direction: In each of the following questions, select the related letter from the given alternatives. AROUND : RAUODN : : GROUND : ? "
896,2.6,b, AINEDBARG, GAINEDBAR, GAINEDRAB, RABGAINED," Direction: In each of the following questions, select the related letter from the given alternatives. APPROACHED : ROACHEDAPP : : BARGAINED : ? "
897,2.6,a, TVY, UVY . ., WXZ, TWZ," Direction: In each of the following questions, select the related letter from the given alternatives. BDG : HJM : : NPS : "
898,2.6,d, BCA, XZY, YZX, XYZ," Direction: In each of the following questions, select the related letter from the given alternatives. ABC : ZYX : : CBA : _?_ "
899,2.6,b,AOU, AUO, EOU, EUO," Direction: In each of the following questions, select the related letter from the given alternatives. AEI : OUA : : IEA : ? "
900,2.6,a, L, M, N, O," Direction: In each of the following questions, select the related letter from the given alternatives. C : I : : D : ? "
901,2.6,d, NTHIG, HIGIN, GHTIN, THGIN," Direction: In each of the following questions, select the related letter from the given alternatives. YAD :. NUS : : ? : NOOM "
902,2.6,a, RQPO,QPON, PONM,SRQP," Direction: In each of the following questions, select the related letter from the given alternatives. DCBA : WXYZ : : IJKL : ? "
903,2.6,c, Parrot,Pigeon, Eagle,Sparrow," Direction: In each of the following questions, select the related letter from the given alternatives. hive : bee : : eyrie : ? "
904,2.6,c, IJKLMN, UMQEIA, AEIMQU, AIOMUQ," Direction: In each of the following questions, select the related letter from the given alternatives. DHLFTX : BFJNRV : : CGKOSW : ? "
905,2.6,d,Y : E,X : E,Y : D,Z : E," Direction: In each of the following questions, select the related letter from the given alternatives. D : B : : I : C : : P : D : : ? "
906,2.6,c,E : L,D : F,F : L,L : F," Direction: In each of the following questions, select the related letter from the given alternatives.A : B : ; B : D : : C : F : : ? "
907,2.6,c,HKQL,GLKP,GKLP,HLKP," Direction: In each of the following questions, select the related letter from the given alternatives. AEFJ : KOPT : : ? : QUVZ "
908,2.6,b, YDQ,ZDQ, NAW,YQD," Direction: In each of the following questions, select the related letter from the given alternatives. MAN : PDQ : : WAN : ? "
909,2.6,a, EGCB, EICB, AJCF, ENCF," Direction: In each of the following questions, select the related letter from the given alternatives. MIKE : OGMC : : CIAD : ? "
910,2.6,d, ACJHMO, CAHJMOC, CAJHOM, ACHJMO," Direction: In each of the following questions, select the related letter from the given alternatives. FIG : EGHJFH : : BIN : ? "
911,2.6,c, D N N, D M N, D M M, D N M," Direction: In each of the following questions, select the related letter from the given alternatives. DBU : EEZ : : CJH : ? "
912,2.6,c, RESULTS, DEBATES, LAUNNCH, LABOURS," Direction: In each of the following questions, select the related letter from the given alternatives. BLOCKED : YOLXPVW : : ? : OZFMMXS "
913,2.6,c, PRTW,RTVX, SQOM,TWYZ," Direction: In each of the following questions, select the related letter from the given alternatives. DFHJ : WUSQ : : HJLN : ? "
914,2.6,a, OFPH,SJTL, ULVN,QHRJ," Direction: In each of the following questions, select the related letter from the given alternatives. JOKE : GLHB : : RISK : ? "
915,2.6,d, PAQM,LPWA, QNLA,WKPA," Direction: In each of the following questions, select the related letter from the given alternatives. QDXM : SFYN : : UIOZ : ? "
916,2.6,d, DCV,DDX, ECW',EXX," Direction: In each of the following questions, select the related letter from the given alternatives. BAD : DDH : : CUT : ? "
917,2.6,c,JRVU, JVRU, JVUR, JUVR," Direction: In each of the following questions, select the related letter from the given alternatives. DIMO : DMIO : : JUVR : ? "
918,2.6,b, SJ,Cl, BH,TE," Direction: In each of the following questions, select the related letter from the given alternatives. AK : FP : : XD : ? "
919,2.6,d, EFGH,BCDE, FDEC,MLKJ," Direction: In each of the following questions, select the related letter from the given alternatives. HIJK : GFED : : NOPQ : ? "
920,2.6,c, GMSI,GMIS, GILS,GLIS,"Direction: In each of the following questions, select the related letter from the given alternatives. CEIM : DGLQ : : FGIO : "
921,2.6,a, ONMP,VUWX, LKNM,IHJG," Direction: In each of the following questions, select the related letter from the given alternatives. GFEH : RQPS : : LKJM : ? "
922,2.6,d,6,8,7,5," Direction: In each of the following questions, select the related letter from the given alternatives. 4 : 3 6 : : ?: 49 "
923,2.6,a,ON,PO,QP,JI," Direction: In each of the following questions, select the related letter from the given alternatives. FE : HG : : ML : ? "
924,2.6,a, FUDGOH, FVDGPH, EUDGOH, EVFGOF," Direction: In each of the following questions, select the related letter from the given alternatives. SNAKE : VQDNH : : CRADLE : ? "
925,2.6,c, KOLN, LKNO, NOLK, NOKL," Direction: In each of the following questions, select the related letter from the given alternatives. JKPO : LMNM : : ? : PQJI "
926,2.6,c, SRTU, DEGF, CBAD, FHGI," Direction: In each of the following questions, select the related letter from the given alternatives. QPOR : XWVY : : LKJM : ? "
927,2.6,d, XXYB, CCDF, UUVZ, SSUV," Direction: In each of the following questions, select the related letter from the given alternatives. VVXY : RRTU : : FFHI : ? "
928,2.6,d, QDNF, WDXJ, QDVF, QXUF," Direction: In each of the following questions, select the related letter from the given alternatives. SUMO : PRJL : : TAXI : ? "
929,2.6,d, UX, VZ, WZ, LO," Direction: In each of the following questions, select the related letter from the given alternatives. PS : VY : : FI : ? "
930,2.6,b, EGMX, FMGX, GMEF, EMGF," Direction: In each of the following questions, select the related letter from the given alternatives. KcaC : CacK : : XgmF : ? "
931,2.6,b, TNERESP, PRESENT, CRESENT, STNERPE," Direction: In each of the following questions, select the related letter from the given alternatives. RORRIM : MIRROR : : TNESERP : ? "
932,2.6,d,PLN,KIJ, FBD,NJL," Direction: In each of the following questions, select the related letter from the given alternatives. EAC : KGI : : HDF : ? "
933,2.6,a, TEN,PET, LET,TWOQ935.," Direction: In each of the following questions, select the related letter from the given alternatives. BUT : TUB : : NET : ? "
934,2.6,b, RSUV, CEFH, STVX, RTUW," Direction: In each of the following questions, select the related letter from the given alternatives. ABDE : GHJK : : MNPQ : ? "
935,2.6,a, SUW, STU, RTU, VXZ," Direction: In each of the following questions, select the related letter from the given alternatives. ACE : GIK : : MOQ : ? "
936,2.6,a, SOLUTION, SOLUNOIT, NOILOSUT, POLLUTION," Direction: In each of the following questions, select the related letter from the given alternatives. GNIDAER : READING : : NOITULOS : ? "
937,2.6,d, CLM, CML, CEP, CLL," Direction: In each of the following questions, select the related letter from the given alternatives. CAT : DDY : : BIG : ? "
938,2.6,c, DTDBRC, DTFCR, DTDAQ, DTEZQ," Direction: In each of the following questions, select the related letter from the given alternatives. EAGLE : FCJPJ : : CRAWL : ? "
939,2.6,a, LVJH, LSGF, LTGI, LUIH," Direction: In each of the following questions, select the related letter from the given alternatives. CEGI : DHLP : : KSEA : ? "
940,2.6,b, NOPR, MNPS, XYZQ, GHIJ," Direction: In each of the following questions, select the related letter from the given alternatives. GHJM : QRTW : : CDFI : ? "
941,2.6,b, BJPX, BHPX, BHPU, BJRZ," Direction: In each of the following questions, select the related letter from the given alternatives. CIQY : DJRZ : : AGOW : ? "
942,2.6,b, ZYXW, USXV, UTSR, PONM," Direction: In each of the following questions, select the related Letter/Number from the given alternatives. CAFD : IGLJ : : OMRP : ? "
943,2.7,b,34,23,56,43," Direction: In each of the following questions, select the related Letter/Number from the given alternatives. DE : 45 : : BC : ? "
944,2.7,b,30,49,40,50," Direction: In each of the following questions, select the related Letter/Number from the given alternatives. C : 16 : : F : ? "
945,2.7,c,17,20,36,46," Direction: In each of the following questions, select the related Letter/Number from the given alternatives. DE : 10 : : HI : ? "
946,2.7,a,90,60,120,210," Direction: In each of the following questions, select the related Letter/Number from the given alternatives. CE : 70 : : DE : ? "
947,2.7,b, 19 17,1816,810,1618," Direction: In each of the following questions, select the related Letter/Number from the given alternatives. M O : 13 11 : : H J : ? "
948,2.7,c, 14 x 15, 5 x 17, 6x18, 7 x 19," Direction: In each of the following questions, select the related Letter/Number from the given alternatives. M x N : 13 x 14 : : F x R : ? "
