,cat_num,cat_name,Question,optA,optB,optC,optD,correct,Direction
218,2.8,Voice,He was driving the car so fast that it skidded on the snowy road.,The car has been driven by him so fast that it skidded on the snowy road. ,The car was driven by him so fast that it skidded on the snowy road.,The car was being driven by him so fast that it skidded on the snowy road. ,The car had been driven by him so fast that it skidded on the snowy road.,C,Change the voice of sentence.
219,2.8,Voice,He picked up the telephone and dialled the police number.,The telephone was being picked up and the police number dialled. ,The telephone was picked up and the police number was dialled. ,The telephone had been picked up and the police number dialled.,The telephone has been picked up and the police number dialled.,B,Change the voice of sentence.
220,2.8,Voice,An i-pod has been bought by Anubhav’s mother.,Anubhav’s mother was engaged in buying an i-pod. ,Anubhav’s mother had bought an i-pod. ,Anubahv’s mother has been buying an i-pod.,Anubhav’s mother has bought an i-pod.,D,Change the voice of sentence.
221,2.8,Voice,I took care of his dog.,His dog was taken care by me.,His dog is taken care by me. ,His dog is taken care of by me. ,His dog was taken care of by me.,D,Change the voice of sentence.
222,2.8,Voice,The washerman will return the clothes in the evening.,The clothes will have to be returned by the washerman  in the evening.,The clothes will be returned by the washerman in the evening.,The clothes will return by the washerman in the evening. ,In the evening the clothes will have been returned by the washerman.,B,Change the voice of sentence.
223,2.8,Voice,Some girls were cleaning their dormitories.,The dormitories were cleaned by some girls.,The dormitories will have been cleaned by some girls. ,The dormitories were being cleaned by some girls. ,The dormitories are being cleaned by some girls.,C,Change the voice of sentence.
224,2.8,Voice,The invitation cards will be sent today. ,They will sent the invitation cards today. ,They will have sent the invitation cards today.,They will send the invitation cards today. ,They will be sending the invitation cards today.,C,Change the voice of sentence.
225,2.8,Voice,She had baked several cakes for her friends.,She has several cakes to be baked for her friends. ,Her friends had several cakes baked by her.,Several cakes have been baked by her for her friends.,Her friends baked several cakes for her.,C,Change the voice of sentence.
226,2.8,Voice,We believe that God gives us misery. ,It was believed that God gave us misery.,It has been believed that God gives us misery.,It is believed that God gives us misery. ,It is a belief that God gives us misery.,C,Change the voice of sentence.
227,2.8,Voice,A lot of saplings have been planted by the chief guest.,The chief guest is planting a lot of saplings. ,The chief guest has planted a lot of saplings. ,The chief guest have planted a lot of saplings. ,The chief guest has been planting a lot of saplings.,B,Change the voice of sentence.
228,2.8,Voice,The Prime Minister has discussed the matter with the other ministers. ,The matter was discussed by the Prime Minister with the other ministers.,The matter is discussed by the Prime Minister with the other ministers. ,The matter had been discussed by the Prime Minister with the other ministers. ,The matter has been discussed by the Prime Minister with the other ministers.,D,Change the voice of sentence.
229,2.8,Voice,The people call him a fool.,He has been called a fool. ,He is called a fool by the people. ,The people have been calling him a fool. ,We all people have called him a fool.,B,Change the voice of sentence.
230,2.8,Voice,It is being read by us. ,We are reading it.,It will be read by us. ,We can read it. ,We have to read it.,A,Change the voice of sentence.
231,2.8,Voice,He had committed a mistake. ,A mistake had committed by him. ,A mistake was committed by him. ,A mistake had been committed by him. ,A mistake has been committed by him.,C,Change the voice of sentence.
232,2.8,Voice,The most useful training of my career was given to me by my boss.,My boss has been giving me the most useful training of my career.,My boss gives me the most useful training.,My boss is giving me the most useful training. ,My boss gave me the most useful training of my career.,D,Change the voice of sentence.
233,2.8,Voice,We have decided to open a new branch.,To open a new branch was decided by us. ,To be opened a new branch has been decided. ,It has been decided to open a new branch. ,It may be decided to open a new branch by us.,C,Change the voice of sentence.
234,2.8,Voice,Why did Rakhi break the garden wall ? ,Why the garden wall was broken by Rakhi ? ,Why had the garden wall been broken by Rakhi ? ,Why was the garden wall broken by Rakhi ?,Why will the garden wall be broken by Rakhi ?,C,Change the voice of sentence.
235,2.8,Voice,The students were laughing at the old man.,The old man was being laughed at by the students. ,The old man was laughed at by the students.,The old man was being laughed by the students.,The old man is laughing at the students.,A,Change the voice of sentence.
236,2.8,Voice,He admonished her for the error.,She was admonished by him for the error.,She has been admonished by him for the error. ,She would be admonished by him for the error. ,She is admonished by him for the error.,A,Change the voice of sentence.
237,2.8,Voice,Can we send this big parcel by air ?,Can this big parcel be sent by air ? ,Can this big parcel sent by air ? ,Could this big parcel by sent by air ? ,Could this big parcel sent by us by air ?,A,Change the voice of sentence.
238,2.8,Voice,The boys saved many girls from drowning. ,Many girls are saved from drowning by the boys. ,Many girls are being saved from drowning by the boys. ,Many girls were saved from drowning by the boys. ,Many girls have been saved from drowning.,C,Change the voice of sentence.
239,2.8,Voice,He arranged the furniture in the house according to the decorator’s plans. ,The furniture was arranged in the house according to the decorator’s plans.,The furniture was being arranged in the house according  to the decorator’s plans. ,The furniture had been arranged in the house according to the decorator’s plans.,The furniture have been arranged in the house according to the decorator’s plans.,A,Change the voice of sentence.
240,2.8,Voice,Differential Calculus is being learnt by the girl.,The girl has learnt Differential Calculus.,The girl is learning Differential Calculus.,The girls learns Differential Calculus.,The girl was learning Differential Calculus.,B,Change the voice of sentence.
241,2.8,Voice,By Whom is John looked after ?,Who is looking after John ? ,Who looks after John ?,John looks after whom ? ,Whom looks after John ?,B,Change the voice of sentence.
242,2.8,Voice,The horse jumped over the fence. ,The fence was jumped by the horse.,The fence might be jumped over by the horse. ,The fence was jumped over by the horse. ,The fence by the horse was jumped over.,C,Change the voice of sentence.
243,2.8,Voice,To make the batter add one tablespoonful of baking powder to the cake mixture.,One tablespoonful of baking powder could be added to the cake mixture to make the batter. ,Let one tablespoonful of baking powder be added to the cake mixture to make the batter.,Let only one tablespoonful of baking powder be added to the cake mixture to make the batter. ,One tablespoonful of baking powder may be added to the cake mixture to make the batter.,B,Change the voice of sentence.
244,2.8,Voice,I don’t like people telling me what to do. ,I don’t like it when people are telling me what to do. ,I don’t like being told what to do. ,Telling me what to do is what I don’t like.,I don’t like people when they tell me what to do.,B,Change the voice of sentence.
245,2.8,Voice,Bipin was not told about the meeting. ,Somebody did not tell Bipin about the meeting. ,There was nobody who could tell Bipin about the meeting. ,Nobody told Bipin about the meeting. ,The meeting was not told about to Bipin.,C,Change the voice of sentence.
246,2.8,Voice,Have you been shown what to do ?,Have anybody been shown by you what to do ? ,Have anybody been showing you what to do ? ,Has you been shown what to do ? ,Has anybody shown you what to do ?,D,Change the voice of sentence.
247,2.8,Voice,Aditya saw Dinesh shopping at the mall.,Dinesh is seen shopping at the mall by Aditya. ,Dinesh was seen shopping at the mall by Aditya. ,Dinesh was being seen shopping at the mall by Aditya. ,Dinesh is being seen shopping at the mall by Aditya.,B,Change the voice of sentence.
248,2.8,Voice,He wasn’t given the information he needed.,Somebody was not given the information he needed. ,The information he needed wasn’t given to him. ,He needed the information he wasn’t given.,They didn’t give him the information he needed.,D,Change the voice of sentence.
249,2.8,Voice,The accountant took the cheque from the customer. ,The cheque is taken from the customer by the accountant. ,The cheque was taken from the customer by the accountant. ,The customer was taken the cheque by the accountant. ,The cheque had been taken from the custom by the accountant.,B,Change the voice of sentence.
